abbr,city,cityEn,conference,country,displayAbbr,displayAffiliation,displayConference,displayName,displayNameEn,division,dob,draftYear,experience,firstInitial,firstName,firstNameEn,height,id,isAllStarTeam,isLeagueTeam,jerseyNo,lastName,lastNameEn,name,nameEn,playerId,player_code,player_leagueId,position,schoolType,team_code,team_leagueId,weight
UTA,犹他,Utah,Western,法国,爵士,France/France,西部,鲁迪 戈贝尔,Rudy Gobert,西北分区,709531200000,2013,4,鲁迪,鲁迪,Rudy,2米16,1610612762,False,True,27,戈贝尔,Gobert,爵士,Jazz,203497,rudy_gobert,00,中锋,Country,jazz,00,"111,1 公斤"
ORL,奥兰多,Orlando,Eastern,美国,魔术,Arizona/United States,东部,阿隆 戈登,Aaron Gordon,东南分区,811224000000,2014,3,阿隆,阿隆,Aaron,2米06,1610612753,False,True,00,戈登,Gordon,魔术,Magic,203932,aaron_gordon,00,前锋,College,magic,00,"99,8 公斤"
HOU,休斯顿,Houston,Western,美国,火箭,Indiana/United States,西部,埃里克 戈登,Eric Gordon,西南分区,599029200000,2008,9,埃里克,埃里克,Eric,1米93,1610612745,False,True,10,戈登,Gordon,火箭,Rockets,201569,eric_gordon,00,后卫,College,rockets,00,"97,5 公斤"
WAS,华盛顿,Washington,Eastern,波兰,奇才,"Lodz, Poland/Poland",东部,马辛 戈塔特,Marcin Gortat,东南分区,445842000000,2005,10,马辛,马辛,Marcin,2米11,1610612764,False,True,13,戈塔特,Gortat,奇才,Wizards,101162,marcin_gortat,00,中锋,Country,wizards,00,"108,9 公斤"
CHA,夏洛特,Charlotte,Eastern,美国,黄蜂,Virginia Commonwealth/United States,东部,特雷维安 格拉汉姆,Treveon Graham,东南分区,751780800000,2015,1,特雷维安,特雷维安,Treveon,1米96,1610612766,False,True,21,格拉汉姆,Graham,黄蜂,Hornets,1626203,treveon_graham,00,后卫-前锋,College,hornets,00,"99,3 公斤"
OKC,俄克拉荷马城,Oklahoma City,Western,美国,雷霆,Syracuse/United States,西部,杰拉米 格兰特,Jerami Grant,西北分区,763448400000,2014,3,杰拉米,杰拉米,Jerami,2米06,1610612760,False,True,9,格兰特,Grant,雷霆,Thunder,203924,jerami_grant,00,前锋,College,thunder,00,"99,8 公斤"
CHI,芝加哥,Chicago,Eastern,美国,公牛,Notre Dame/United States,东部,杰里安 格兰特,Jerian Grant,中央分区,718603200000,2015,2,杰里安,杰里安,Jerian,1米93,1610612741,False,True,2,格兰特,Grant,公牛,Bulls,1626170,jerian_grant,00,后卫,College,bulls,00,"89,8 公斤"
SAS,圣安东尼奥,San Antonio,Western,美国,马刺,North Carolina/United States,西部,丹尼 格林,Danny Green,西南分区,551332800000,2009,8,丹尼,丹尼,Danny,1米98,1610612759,False,True,14,格林,Green,马刺,Spurs,201980,danny_green,00,后卫-前锋,College,spurs,00,"97,5 公斤"
GSW,金州,Golden State,Western,美国,勇士,Michigan State/United States,西部,德雷蒙德 格林,Draymond Green,太平洋分区,636526800000,2012,5,德雷蒙德,德雷蒙德,Draymond,2米01,1610612744,False,True,23,格林,Green,勇士,Warriors,203110,draymond_green,00,前锋,College,warriors,00,"104,3 公斤"
MEM,孟菲斯,Memphis,Western,美国,灰熊,Alabama/United States,西部,杰迈克尔 格林,JaMychal Green,西南分区,645940800000,2012,3,杰迈克尔,杰迈克尔,JaMychal,2米06,1610612763,False,True,0,格林,Green,灰熊,Grizzlies,203210,jamychal_green,00,前锋,College,grizzlies,00,"103,0 公斤"
CLE,克利夫兰,Cleveland,Eastern,美国,骑士,Georgetown/United States,东部,杰夫 格林,Jeff Green,中央分区,525585600000,2007,9,杰夫,杰夫,Jeff,2米06,1610612739,False,True,32,格林,Green,骑士,Cavaliers,201145,jeff_green,00,前锋,College,cavaliers,00,"106,6 公斤"
LAC,洛杉矶,LA,Western,美国,快船,Oklahoma/United States,西部,布雷克 格里芬,Blake Griffin,太平洋分区,606027600000,2009,7,布雷克,布雷克,Blake,2米08,1610612746,False,True,32,格里芬,Griffin,快船,Clippers,201933,blake_griffin,00,前锋,College,clippers,00,"113,9 公斤"
UTA,犹他,Utah,Western,,爵士,Campbell,西部,埃里克 格里芬,Eric Griffin,西北分区,643694400000,2012,0,埃里克,埃里克,Eric,2米03,1610612762,False,True,17,格里芬,Griffin,爵士,Jazz,203547,eric_griffin,00,中锋-前锋,College,jazz,00,"93,0 公斤"
OKC,俄克拉荷马城,Oklahoma City,Western,美国,雷霆,Connecticut/United States,西部,丹尼尔 汉密尔顿,Daniel Hamilton,西北分区,807854400000,2016,0,丹尼尔,丹尼尔,Daniel,2米01,1610612760,False,True,25,汉密尔顿,Hamilton,雷霆,Thunder,1627772,daniel_hamilton,00,后卫,College,thunder,00,"88,5 公斤"
MIA,迈阿密,Miami,Eastern,美国,热火,Purdue/United States,东部,AJ 哈蒙斯,AJ Hammons,东南分区,714888000000,2016,1,AJ,AJ,AJ,2米13,1610612748,False,True,4,哈蒙斯,Hammons,热火,Heat,1627773,aj_hammons,00,中锋,College,heat,00,"117,9 公斤"
NYK,纽约,New York,Eastern,美国,尼克斯,Michigan/United States,东部,蒂姆 哈达威二世,Tim Hardaway Jr.,大西洋分区,700722000000,2013,4,蒂姆,蒂姆,Tim,1米98,1610612752,False,True,3,哈达威二世,Hardaway Jr.,尼克斯,Knicks,203501,tim_hardaway jr.,00,后卫,College,knicks,00,"93,0 公斤"
HOU,休斯顿,Houston,Western,美国,火箭,Arizona State/United States,西部,詹姆斯 哈登,James Harden,西南分区,620107200000,2009,8,詹姆斯,詹姆斯,James,1米96,1610612745,False,True,13,哈登,Harden,火箭,Rockets,201935,james_harden,00,后卫,College,rockets,00,"99,8 公斤"
POR,波特兰,Portland,Western,美国,开拓者,St. John's (NY)/United States,西部,莫里斯 哈克里斯,Maurice Harkless,西北分区,737092800000,2012,5,莫里斯,莫里斯,Maurice,2米06,1610612757,False,True,4,哈克里斯,Harkless,开拓者,Trail Blazers,203090,maurice_harkless,00,前锋,College,blazers,00,"99,8 公斤"
LAC,洛杉矶,LA,Western,美国,快船,Louisville/United States,西部,蒙特雷斯 哈雷尔,Montrezl Harrell,太平洋分区,759560400000,2015,2,蒙特雷斯,蒙特雷斯,Montrezl,2米03,1610612746,False,True,5,哈雷尔,Harrell,快船,Clippers,1626149,montrezl_harrell,00,前锋-中锋,College,clippers,00,"108,9 公斤"
DAL,达拉斯,Dallas,Western,美国,小牛,Wisconsin/United States,西部,德文 哈里斯,Devin Harris,西南分区,415170000000,2004,13,德文,德文,Devin,1米91,1610612742,False,True,34,哈里斯,Harris,小牛,Mavericks,2734,devin_harris,00,后卫,College,mavericks,00,"83,9 公斤"
DEN,丹佛,Denver,Western,美国,掘金,Michigan State/United States,西部,加里 哈里斯,Gary Harris,西北分区,779515200000,2014,3,加里,加里,Gary,1米93,1610612743,False,True,14,哈里斯,Harris,掘金,Nuggets,203914,gary_harris,00,后卫,College,nuggets,00,"95,3 公斤"
BKN,布鲁克林,Brooklyn,Eastern,美国,篮网,Virginia/United States,东部,乔 哈里斯,Joe Harris,大西洋分区,684129600000,2014,3,乔,乔,Joe,1米98,1610612751,False,True,12,哈里斯,Harris,篮网,Nets,203925,joe_harris,00,后卫,College,nets,00,"99,3 公斤"
DET,底特律,Detroit,Eastern,美国,活塞,Tennessee/United States,东部,托拜厄斯 哈里斯,Tobias Harris,中央分区,711172800000,2011,6,托拜厄斯,托拜厄斯,Tobias,2米06,1610612765,False,True,34,哈里斯,Harris,活塞,Pistons,202699,tobias_harris,00,前锋,College,pistons,00,"106,6 公斤"
MEM,孟菲斯,Memphis,Western,美国,灰熊,Kentucky/United States,西部,安德鲁 哈里森,Andrew Harrison,西南分区,783316800000,2015,1,安德鲁,安德鲁,Andrew,1米98,1610612763,False,True,5,哈里森,Harrison,灰熊,Grizzlies,1626150,andrew_harrison,00,后卫,College,grizzlies,00,"96,6 公斤"
LAL,洛杉矶,Los Angeles,Western,美国,湖人,Villanova/United States,西部,约什 哈特,Josh Hart,太平洋分区,794466000000,2017,0,约什,约什,Josh,1米96,1610612747,False,True,5,哈特,Hart,湖人,Lakers,1628404,josh_hart,00,后卫,College,lakers,00,"97,5 公斤"
MIA,迈阿密,Miami,Eastern,美国,热火,Florida/United States,东部,犹多尼斯 哈斯勒姆,Udonis Haslem,东南分区,329371200000,2002,14,犹多尼斯,犹多尼斯,Udonis,2米03,1610612748,False,True,40,哈斯勒姆,Haslem,热火,Heat,2617,udonis_haslem,00,前锋,College,heat,00,"106,6 公斤"
BOS,波士顿,Boston,Eastern,美国,凯尔特人,Butler/United States,东部,戈登 海沃德,Gordon Hayward,大西洋分区,638168400000,2010,7,戈登,戈登,Gordon,2米03,1610612738,False,True,20,海沃德,Hayward,凯尔特人,Celtics,202330,gordon_hayward,00,前锋,College,celtics,00,"102,5 公斤"
MIL,密尔沃基,Milwaukee,Eastern,美国,雄鹿,North Carolina/United States,东部,约翰 亨森,John Henson,中央分区,662360400000,2012,5,约翰,约翰,John,2米11,1610612749,False,True,31,亨森,Henson,雄鹿,Bucks,203089,john_henson,00,前锋,College,bucks,00,"103,9 公斤"
DEN,丹佛,Denver,Western,西班牙,掘金,Spain,西部,胡安 埃尔南戈麦斯,Juan Hernangomez,西北分区,812260800000,2016,1,胡安,胡安,Juan,2米06,1610612743,False,True,41,埃尔南戈麦斯,Hernangomez,掘金,Nuggets,1627823,juan_hernangomez,00,前锋,,nuggets,00,"104,3 公斤"
NYK,纽约,New York,Eastern,西班牙,尼克斯,Spain/Spain,东部,威利 埃尔南戈麦斯,Willy Hernangomez,大西洋分区,770011200000,2015,1,威利,威利,Willy,2米11,1610612752,False,True,14,埃尔南戈麦斯,Hernangomez,尼克斯,Knicks,1626195,willy_hernangomez,00,中锋,,knicks,00,"108,9 公斤"
ORL,奥兰多,Orlando,Eastern,克罗地亚,魔术,Croatia/Croatia,东部,马里奥 海佐尼亚,Mario Hezonja,东南分区,793688400000,2015,2,马里奥,马里奥,Mario,2米03,1610612753,False,True,8,海佐尼亚,Hezonja,魔术,Magic,1626209,mario_hezonja,00,后卫-前锋,,magic,00,"98,9 公斤"
NYK,纽约,New York,Eastern,美国,尼克斯,United States,东部,以赛亚 希克斯,Isaiah Hicks,大西洋分区,775022400000,2017,0,以赛亚,以赛亚,Isaiah,2米06,1610612752,False,True,4,希克斯,Hicks,尼克斯,Knicks,1628439,isaiah_hicks,00,前锋,,knicks,00,"109,8 公斤"
SAC,萨克拉门托,Sacramento,Western,巴哈马,国王,Oklahoma/Bahamas,西部,巴迪 希尔德,Buddy Hield,太平洋分区,756104400000,2016,1,巴迪,巴迪,Buddy,1米93,1610612758,False,True,24,希尔德,Hield,国王,Kings,1627741,buddy_hield,00,后卫,College,kings,00,"97,1 公斤"
SAC,萨克拉门托,Sacramento,Western,美国,国王,Indiana Purdue-Indianapolis/United States,西部,乔治 希尔,George Hill,太平洋分区,515563200000,2008,9,乔治,乔治,George,1米91,1610612758,False,True,3,希尔,Hill,国王,Kings,201588,george_hill,00,后卫,College,kings,00,"85,3 公斤"
NOP,新奥尔良,New Orleans,Western,美国,鹈鹕,Arizona/United States,西部,所罗门 希尔,Solomon Hill,西南分区,669272400000,2013,4,所罗门,所罗门,Solomon,2米01,1610612740,False,True,44,希尔,Hill,鹈鹕,Pelicans,203524,solomon_hill,00,前锋,College,pelicans,00,"102,1 公斤"
SAS,圣安东尼奥,San Antonio,Western,美国,马刺,Villanova/United States,西部,达伦 希尔拉德,Darrun Hilliard,西南分区,734673600000,2015,2,达伦,达伦,Darrun,1米98,1610612759,False,True,24,希尔拉德,Hilliard,马刺,Spurs,1626199,darrun_hilliard,00,后卫,College,spurs,00,"99,8 公斤"
NOP,新奥尔良,New Orleans,Western,美国,鹈鹕,UCLA/United States,西部,朱 霍勒迪,Jrue Holiday,西南分区,645163200000,2009,8,朱,朱,Jrue,1米93,1610612740,False,True,11,霍勒迪,Holiday,鹈鹕,Pelicans,201950,jrue_holiday,00,后卫,College,pelicans,00,"93,0 公斤"
CHI,芝加哥,Chicago,Eastern,美国,公牛,Washington/United States,东部,贾斯汀 霍勒迪,Justin Holiday,中央分区,607752000000,2011,4,贾斯汀,贾斯汀,Justin,1米98,1610612741,False,True,7,霍勒迪,Holiday,公牛,Bulls,203200,justin_holiday,00,后卫,College,bulls,00,"83,9 公斤"
CLE,克利夫兰,Cleveland,Eastern,美国,骑士,Boston U./United States,东部,约翰 霍兰德,John Holland,中央分区,594795600000,2011,1,约翰,约翰,John,1米96,1610612739,False,True,10,霍兰德,Holland,骑士,Cavaliers,204066,john_holland,00,后卫-前锋,College,cavaliers,00,"93,0 公斤"
BKN,布鲁克林,Brooklyn,Eastern,美国,篮网,Arizona/United States,东部,朗达 霍里斯-杰弗森,Rondae Hollis Jefferson,大西洋分区,789109200000,2015,2,朗达,朗达,Rondae,2米01,1610612751,False,True,24,霍里斯-杰弗森,Hollis Jefferson,篮网,Nets,1626178,rondae_hollis-jefferson,00,前锋,College,nets,00,"97,1 公斤"
PHI,费城,Philadelphia,Eastern,美国,76人,Bowling Green/United States,东部,理查恩 霍姆斯,Richaun Holmes,大西洋分区,750657600000,2015,2,理查恩,理查恩,Richaun,2米08,1610612755,False,True,22,霍姆斯,Holmes,76人,Sixers,1626158,richaun_holmes,00,前锋-中锋,College,sixers,00,"106,6 公斤"
UTA,犹他,Utah,Western,美国,爵士,Duke/United States,西部,罗德尼 胡德,Rodney Hood,西北分区,719553600000,2014,3,罗德尼,罗德尼,Rodney,2米03,1610612762,False,True,5,胡德,Hood,爵士,Jazz,203918,rodney_hood,00,后卫,College,jazz,00,"93,4 公斤"
BOS,波士顿,Boston,Eastern,多明尼加共和国,凯尔特人,Florida/Dominican Republic,东部,艾尔 霍福德,Al Horford,大西洋分区,518155200000,2007,10,艾尔,艾尔,Al,2米08,1610612738,False,True,42,霍福德,Horford,凯尔特人,Celtics,201143,al_horford,00,中锋-前锋,College,celtics,00,"111,1 公斤"
CHA,夏洛特,Charlotte,Eastern,美国,黄蜂,SW Atlanta Christian Academy (GA)/United States,东部,德怀特 霍华德,Dwight Howard,东南分区,502866000000,2004,13,德怀特,德怀特,Dwight,2米11,1610612766,False,True,12,霍华德,Howard,黄蜂,Hornets,2730,dwight_howard,00,中锋,High School,hornets,00,"120,2 公斤"
OKC,俄克拉荷马城,Oklahoma City,Western,美国,雷霆,Stanford/United States,西部,约什 休斯蒂斯,Josh Huestis,西北分区,693118800000,2014,2,约什,约什,Josh,2米01,1610612760,False,True,34,休斯蒂斯,Huestis,雷霆,Thunder,203962,josh_huestis,00,前锋,College,thunder,00,"104,3 公斤"
MEM,孟菲斯,Memphis,Western,美国,灰熊,Texas-El Paso/United States,西部,文斯 亨特,Vince Hunter,西南分区,,0,0,文斯,文斯,Vince,2米03,1610612763,False,True,32,亨特,Hunter,灰熊,Grizzlies,629208,vince_hunter,00,前锋,College,grizzlies,00,"94,3 公斤"
TOR,多伦多,Toronto,Eastern,刚果,猛龙,"Brazzaville, Rep. of Congo/Congo",东部,赛尔吉 伊巴卡,Serge Ibaka,大西洋分区,622094400000,2008,8,赛尔吉,赛尔吉,Serge,2米08,1610612761,False,True,9,伊巴卡,Ibaka,猛龙,Raptors,201586,serge_ibaka,00,前锋,Country,raptors,00,"106,6 公斤"
GSW,金州,Golden State,Western,美国,勇士,Arizona/United States,西部,安德烈 伊戈达拉,Andre Iguodala,太平洋分区,444114000000,2004,13,安德烈,安德烈,Andre,1米98,1610612744,False,True,9,伊戈达拉,Iguodala,勇士,Warriors,2738,andre_iguodala,00,后卫-前锋,College,warriors,00,"97,5 公斤"
ATL,亚特兰大,Atlanta,Eastern,土耳其,老鹰,"Eskisehir, Turkey/Turkey",东部,艾森 伊利亚索瓦,Ersan Ilyasova,东南分区,548049600000,2005,9,艾森,艾森,Ersan,2米08,1610612737,False,True,7,伊利亚索瓦,Ilyasova,老鹰,Hawks,101141,ersan_ilyasova,00,前锋,Country,hawks,00,"106,6 公斤"
UTA,犹他,Utah,Western,澳洲,爵士,Australia,西部,乔 英格尔斯,Joe Ingles,西北分区,560145600000,2009,3,乔,乔,Joe,2米03,1610612762,False,True,2,英格尔斯,Ingles,爵士,Jazz,204060,joe_ingles,00,前锋,None,jazz,00,"102,5 公斤"
LAL,洛杉矶,Los Angeles,Western,美国,湖人,Duke/United States,西部,布兰登 英格拉姆,Brandon Ingram,太平洋分区,873172800000,2016,1,布兰登,布兰登,Brandon,2米06,1610612747,False,True,14,英格拉姆,Ingram,湖人,Lakers,1627742,brandon_ingram,00,前锋,College,lakers,00,"86,2 公斤"
BOS,波士顿,Boston,Eastern,澳洲,凯尔特人,Duke/Australia,东部,凯里 欧文,Kyrie Irving,大西洋分区,701326800000,2011,6,凯里,凯里,Kyrie,1米91,1610612738,False,True,11,欧文,Irving,凯尔特人,Celtics,202681,kyrie_irving,00,后卫,College,celtics,00,"87,5 公斤"
ORL,奥兰多,Orlando,Eastern,美国,魔术,Florida State/United States,东部,乔纳森 艾萨克,Jonathan Isaac,东南分区,875851200000,2017,0,乔纳森,乔纳森,Jonathan,2米08,1610612753,False,True,1,艾萨克,Isaac,魔术,Magic,1628371,jonathan_isaac,00,前锋,College,magic,00,"95,3 公斤"
ORL,奥兰多,Orlando,Eastern,美国,魔术,Kansas State/United States,东部,韦斯 阿温杜,Wes Iwundu,东南分区,787899600000,2017,0,韦斯,韦斯,Wes,2米01,1610612753,False,True,25,阿温杜,Iwundu,魔术,Magic,1628411,wes_iwundu,00,前锋,College,magic,00,"88,5 公斤"
NYK,纽约,New York,Eastern,美国,尼克斯,Georgia Tech/United States,东部,贾瑞特 杰克,Jarrett Jack,大西洋分区,436161600000,2005,12,贾瑞特,贾瑞特,Jarrett,1米91,1610612752,False,True,55,杰克,Jack,尼克斯,Knicks,101127,jarrett_jack,00,后卫,College,knicks,00,"90,7 公斤"
HOU,休斯顿,Houston,Western,美国,火箭,Notre Dame/United States,西部,德米特里厄斯 杰克逊,Demetrius Jackson,西南分区,778910400000,2016,1,德米特里厄斯,德米特里厄斯,Demetrius,1米85,1610612745,False,True,2,杰克逊,Jackson,火箭,Rockets,1627743,demetrius_jackson,00,后卫,College,rockets,00,"91,2 公斤"
NOP,新奥尔良,New Orleans,Western,美国,鹈鹕,Duke/United States,西部,弗兰克 杰克逊,Frank Jackson,西南分区,894254400000,2017,0,弗兰克,弗兰克,Frank,1米91,1610612740,False,True,15,杰克逊,Jackson,鹈鹕,Pelicans,1628402,frank_jackson,00,后卫,College,pelicans,00,"93,0 公斤"
PHX,菲尼克斯,Phoenix,Western,美国,太阳,Kansas/United States,西部,约什 杰克逊,Josh Jackson,太平洋分区,855550800000,2017,0,约什,约什,Josh,2米03,1610612756,False,True,20,杰克逊,Jackson,太阳,Suns,1628367,josh_jackson,00,前锋,College,suns,00,"90,7 公斤"
SAC,萨克拉门托,Sacramento,Western,美国,国王,North Carolina/United States,西部,贾斯汀 杰克逊,Justin Jackson,太平洋分区,796366800000,2017,0,贾斯汀,贾斯汀,Justin,2米03,1610612758,False,True,25,杰克逊,Jackson,国王,Kings,1628382,justin_jackson,00,前锋,College,kings,00,"95,3 公斤"
DET,底特律,Detroit,Eastern,意大利,活塞,Boston College/Italy,东部,雷吉 杰克逊,Reggie Jackson,中央分区,640238400000,2011,6,雷吉,雷吉,Reggie,1米91,1610612765,False,True,1,杰克逊,Jackson,活塞,Pistons,202704,reggie_jackson,00,后卫,College,pistons,00,"94,3 公斤"
CLE,克利夫兰,Cleveland,Eastern,美国,骑士,St. Vincent-St. Mary HS (OH)/United States,东部,勒布朗 詹姆斯,LeBron James,中央分区,473230800000,2003,14,勒布朗,勒布朗,LeBron,2米03,1610612739,False,True,23,詹姆斯,James,骑士,Cavaliers,2544,lebron_james,00,前锋,High School,cavaliers,00,"113,4 公斤"
PHX,菲尼克斯,Phoenix,Western,美国,太阳,United States,西部,迈克 詹姆斯,Mike James,太平洋分区,650952000000,2012,0,迈克,迈克,Mike,1米85,1610612756,False,True,55,詹姆斯,James,太阳,Suns,1628455,mike_james,00,后卫,,suns,00,"88,5 公斤"
IND,印第安纳,Indiana,Eastern,美国,步行者,Prentiss HS (MS)/United States,东部,艾尔 杰弗森,Al Jefferson,中央分区,473662800000,2004,13,艾尔,艾尔,Al,2米08,1610612754,False,True,25,杰弗森,Jefferson,步行者,Pacers,2744,al_jefferson,00,中锋,High School,pacers,00,"127,0 公斤"
DEN,丹佛,Denver,Western,美国,掘金,Arizona/United States,西部,理查德 杰弗森,Richard Jefferson,西北分区,330408000000,2001,16,理查德,理查德,Richard,2米01,1610612743,False,True,22,杰弗森,Jefferson,掘金,Nuggets,2210,richard_jefferson,00,前锋,College,nuggets,00,"105,7 公斤"
UTA,犹他,Utah,Western,瑞典,爵士,"Kinna, Sweden/Sweden",西部,乔纳斯 杰雷布科,Jonas Jerebko,西北分区,541659600000,2009,7,乔纳斯,乔纳斯,Jonas,2米08,1610612762,False,True,8,杰雷布科,Jerebko,爵士,Jazz,201973,jonas_jerebko,00,前锋,Country,jazz,00,"104,8 公斤"
PHI,费城,Philadelphia,Eastern,美国,76人,Westchester HS (Los Angeles)/United States,东部,阿米尔 约翰逊,Amir Johnson,大西洋分区,546840000000,2005,12,阿米尔,阿米尔,Amir,2米06,1610612755,False,True,5,约翰逊,Johnson,76人,Sixers,101161,amir_johnson,00,前锋-中锋,High School,sixers,00,"108,9 公斤"
LAC,洛杉矶,LA,Western,美国,快船,North Carolina/United States,西部,布莱斯 约翰逊,Brice Johnson,太平洋分区,772689600000,2016,1,布莱斯,布莱斯,Brice,2米08,1610612746,False,True,11,约翰逊,Johnson,快船,Clippers,1627744,brice_johnson,00,前锋,College,clippers,00,"104,3 公斤"
OKC,俄克拉荷马城,Oklahoma City,Western,美国,雷霆,Kentucky/United States,西部,达卡里 约翰逊,Dakari Johnson,西北分区,811742400000,2015,0,达卡里,达卡里,Dakari,2米13,1610612760,False,True,44,约翰逊,Johnson,雷霆,Thunder,1626177,dakari_johnson,00,中锋,College,thunder,00,"115,7 公斤"
MIA,迈阿密,Miami,Eastern,美国,热火,Wake Forest/United States,东部,詹姆斯 约翰逊,James Johnson,东南分区,540795600000,2009,8,詹姆斯,詹姆斯,James,2米03,1610612748,False,True,16,约翰逊,Johnson,热火,Heat,201949,james_johnson,00,前锋,College,heat,00,"108,9 公斤"
UTA,犹他,Utah,Western,美国,爵士,Arkansas/United States,西部,乔 约翰逊,Joe Johnson,西北分区,362635200000,2001,16,乔,乔,Joe,2米01,1610612762,False,True,6,约翰逊,Johnson,爵士,Jazz,2207,joe_johnson,00,后卫-前锋,College,jazz,00,"108,9 公斤"
DET,底特律,Detroit,Eastern,美国,活塞,Arizona/United States,东部,斯坦利 约翰逊,Stanley Johnson,中央分区,833342400000,2015,2,斯坦利,斯坦利,Stanley,2米01,1610612765,False,True,7,约翰逊,Johnson,活塞,Pistons,1626169,stanley_johnson,00,前锋,College,pistons,00,"111,1 公斤"
MIA,迈阿密,Miami,Eastern,美国,热火,Fresno State/United States,东部,泰勒 约翰逊,Tyler Johnson,东南分区,705211200000,2014,3,泰勒,泰勒,Tyler,1米93,1610612748,False,True,8,约翰逊,Johnson,热火,Heat,204020,tyler_johnson,00,后卫,College,heat,00,"86,2 公斤"
LAC,洛杉矶,LA,Western,美国,快船,Syracuse/United States,西部,韦斯利 约翰逊,Wesley Johnson,太平洋分区,552974400000,2010,7,韦斯利,韦斯利,Wesley,2米01,1610612746,False,True,33,约翰逊,Johnson,快船,Clippers,202325,wesley_johnson,00,前锋,College,clippers,00,"97,5 公斤"
DEN,丹佛,Denver,Western,塞尔维亚,掘金,Serbia,西部,尼克拉 约基奇,Nikola Jokic,西北分区,793170000000,2014,2,尼克拉,尼克拉,Nikola,2米08,1610612743,False,True,15,约基奇,Jokic,掘金,Nuggets,203999,nikola_jokic,00,中锋-前锋,,nuggets,00,"113,4 公斤"
GSW,金州,Golden State,Western,美国,勇士,Vanderbilt/United States,西部,达米安 琼斯,Damian Jones,太平洋分区,804484800000,2016,1,达米安,达米安,Damian,2米13,1610612744,False,True,15,琼斯,Jones,勇士,Warriors,1627745,damian_jones,00,中锋,College,warriors,00,"111,1 公斤"
NOP,新奥尔良,New Orleans,Western,美国,鹈鹕,Texas A&M/United States,西部,贾伦 琼斯,Jalen Jones,西南分区,738475200000,2016,0,贾伦,贾伦,Jalen,2米01,1610612740,False,True,12,琼斯,Jones,鹈鹕,Pelicans,1627883,jalen_jones,00,前锋,College,pelicans,00,"99,8 公斤"
MIN,明尼苏达,Minnesota,Western,美国,森林狼,Duke/United States,西部,泰厄斯 琼斯,Tyus Jones,西北分区,831700800000,2015,2,泰厄斯,泰厄斯,Tyus,1米88,1610612750,False,True,1,琼斯,Jones,森林狼,Timberwolves,1626145,tyus_jones,00,后卫,College,timberwolves,00,"83,5 公斤"
PHX,菲尼克斯,Phoenix,Western,美国,太阳,Nevada-Las Vegas/United States,西部,德里克 琼斯Jr.,Derrick Jones Jr.,太平洋分区,855982800000,2016,1,德里克,德里克,Derrick,2米01,1610612756,False,True,10,琼斯Jr.,Jones Jr.,太阳,Suns,1627884,derrick_jones jr.,00,前锋-后卫,College,suns,00,"88,5 公斤"
LAC,洛杉矶,LA,Western,美国,快船,Texas A&M/United States,西部,德安德烈 乔丹,DeAndre Jordan,太平洋分区,585460800000,2008,9,德安德烈,德安德烈,DeAndre,2米11,1610612746,False,True,6,乔丹,Jordan,快船,Clippers,201599,deandre_jordan,00,中锋,College,clippers,00,"120,2 公斤"
IND,印第安纳,Indiana,Eastern,加拿大,步行者,Texas/Canada,东部,科里 约瑟夫,Cory Joseph,中央分区,682660800000,2011,6,科里,科里,Cory,1米91,1610612754,False,True,6,约瑟夫,Joseph,步行者,Pacers,202709,cory_joseph,00,后卫,College,pacers,00,"86,2 公斤"
CHA,夏洛特,Charlotte,Eastern,美国,黄蜂,Wisconsin/United States,东部,弗兰克 卡明斯基,Frank Kaminsky,东南分区,733899600000,2015,2,弗兰克,弗兰克,Frank,2米13,1610612766,False,True,44,卡明斯基,Kaminsky,黄蜂,Hornets,1626163,frank_kaminsky,00,前锋-中锋,College,hornets,00,"109,8 公斤"
NYK,纽约,New York,Eastern,瑞士,尼克斯,Kentucky/Switzerland,东部,伊内斯 坎特,Enes Kanter,大西洋分区,706334400000,2011,6,伊内斯,伊内斯,Enes,2米11,1610612752,False,True,00,坎特,Kanter,尼克斯,Knicks,202683,enes_kanter,00,中锋,College,knicks,00,"111,1 公斤"
DET,底特律,Detroit,Eastern,美国,活塞,Duke/United States,东部,卢克 肯纳德,Luke Kennard,中央分区,835588800000,2017,0,卢克,卢克,Luke,1米96,1610612765,False,True,5,肯纳德,Kennard,活塞,Pistons,1628379,luke_kennard,00,后卫,College,pistons,00,"90,7 公斤"
CHA,夏洛特,Charlotte,Eastern,美国,黄蜂,Kentucky/United States,东部,迈克尔 基德-基尔克里斯特,Michael Kidd-Gilchrist,东南分区,749016000000,2012,5,迈克尔,迈克尔,Michael,2米01,1610612766,False,True,14,基德-基尔克里斯特,Kidd-Gilchrist,黄蜂,Hornets,203077,michael_kidd-gilchrist,00,前锋,College,hornets,00,"105,2 公斤"
BKN,布鲁克林,Brooklyn,Eastern,美国,篮网,Cincinnati/United States,东部,肖恩 基尔帕特里克,Sean Kilpatrick,大西洋分区,631602000000,2014,3,肖恩,肖恩,Sean,1米93,1610612751,False,True,6,基尔帕特里克,Kilpatrick,篮网,Nets,203930,sean_kilpatrick,00,后卫,College,nets,00,"96,2 公斤"
